Payer,Payment Date,NPI,Payment Number,Amount,Claim Count
UnitedHealthcare,2/3/2021,1366479099,1TR76120925,$636.31 ,33
UnitedHealthcare,2/3/2021,1366479099,1TR76120913,$5.85 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76101584,$99.52 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76164304,"$1,268.71 ",58
UnitedHealthcare,2/3/2021,1366479099,1TR76170219,$175.08 ,5
Neighborhood Health Partnership,2/3/2021,1366479099,1TR76087327,$100.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112862,$53.48 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76112871,$9.55 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76137815,$636.94 ,41
UnitedHealthcare,2/3/2021,1366479099,1TR76112888,$157.37 ,7
UnitedHealthcare,2/3/2021,1366479099,1TR76120915,$812.62 ,31
UnitedHealthcare,2/3/2021,1366479099,1TR76138831,$805.66 ,33
UnitedHealthcare,2/3/2021,1366479099,1TR76153713,"$2,416.86 ",64
UnitedHealthcare,2/3/2021,1366479099,1TR76120907,$110.64 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76129553,$944.45 ,34
UnitedHealthcare,2/3/2021,1366479099,1TR76112870,$104.60 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112886,$10.17 ,6
UnitedHealthcare,2/3/2021,1366479099,1TR76120905,$60.47 ,18
UnitedHealthcare,2/3/2021,1366479099,1TR76120927,$132.62 ,13
UnitedHealthcare,2/3/2021,1366479099,1TR76127969,$200.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112864,$84.80 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76161329,$245.83 ,21
UnitedHealthcare,2/3/2021,1366479099,1TR76161324,$20.92 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76159977,"$2,375.73 ",69
UnitedHealthcare,2/3/2021,1366479099,1TR76164215,$813.58 ,21
UnitedHealthcare,2/3/2021,1366479099,1TR76112869,$257.63 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76120900,$25.76 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76164303,$379.33 ,11
UnitedHealthcare,2/3/2021,1366479099,1TR76112894,"$1,083.59 ",25
UnitedHealthcare,2/3/2021,1366479099,1TR76101542,$100.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76161327,$637.06 ,29
UnitedHealthcare,2/3/2021,1366479099,1TR76120908,$153.29 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76112863,$54.65 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76138563,$249.72 ,20
UHC Benefits Plan of CA,2/3/2021,1366479099,1SW10317598,"$50,254.46 ",1633
UnitedHealthcare,2/3/2021,1366479099,1TR76167924,$297.02 ,25
UnitedHealthcare Services,2/3/2021,1366479099,1N0000000116850,$0.00 ,1
Oxford Health Insurance Inc,2/3/2021,1366479099,12102006,$0.00 ,2
AMERICAN HOME ASSURANCE COMPANY,2/3/2021,,604654408,$0.00 ,1
UnitedHealthcare,2/3/2021,1023055126,1TR76108344,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101580,$0.00 ,1
AppleCare Medical Group St Francis,2/3/2021,1366479099,604945590,$0.00 ,150
AppleCare Medical Group,2/3/2021,1366479099,604944997,$0.00 ,23
UnitedHealthcare,2/3/2021,1366479099,1TR76120904,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112859,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112892,$0.00 ,1
UHC Community Plan of OH Dual,2/3/2021,1104016088,2.02E+14,$75.00 ,1
UHIC,2/3/2021,1104016088,2.02E+14,$300.00 ,5
UHC Community Plan of NY,2/3/2021,1104016088,2.02E+14,$100.00 ,1
UHIC,2/3/2021,1104016088,2.02E+14,$75.00 ,1
UHC Community Plan of CA Inc,2/3/2021,1104016088,2.02E+14,"$3,352.33 ",105
COVID19 HRSA Uninsured Treatment Fund,2/3/2021,1366479099,604751066,"$915,243.85 ",9965
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$75.76 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$29.56 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$13.11 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$34.62 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$10.74 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$21.88 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$20.65 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$68.75 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$62.65 ,1
UnitedHealthcare Services,2/3/2021,1366479099,1E0000000079055,$8.59 ,1
UnitedHealthcare,2/3/2021,1366479099,1604717605,"$17,442.79 ",465
Golden Rule,2/2/2021,1366479099,1G01272105569,$0.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116533,$0.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116599,$0.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116599,$0.00 ,1
AMERICAN HOME ASSURANCE COMPANY,2/2/2021,,604457995,$0.00 ,1
THE INSURANCE COMPANY OF THE STATE OF PA,2/2/2021,,604458029,$0.00 ,2
UnitedHealthcare Services,2/2/2021,1366479099,9E0000000078887,$100.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,9E0000000078892,$100.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1E0000000078887,$65.46 ,1
COVID19 HRSA Uninsured Treatment Fund,2/2/2021,1366479099,604306028,"$3,892.07 ",42
UnitedHealthcare,2/2/2021,1366479099,1604288983,$908.27 ,33
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116599,$0.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116599,$0.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116599,$0.00 ,1
UnitedHealthcare Services,2/2/2021,1366479099,1N0000000116599,$0.00 ,1
AMERICAN HOME ASSURANCE COMPANY,2/2/2021,,604457995,$0.00 ,1
THE INSURANCE COMPANY OF THE STATE OF PA,2/2/2021,,604458029,$0.00 ,2
AARP Supplemental Health Plans insured by UnitedHealthcare,2/2/2021,1366479099,9604157631,$0.00 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/2/2021,1619913449,9604158924,$0.00 ,2
UHC HARVARD PILGRIM,2/2/2021,1366479099,604125037,$0.00 ,1
UMR,2/2/2021,1366479099,604124414,$0.00 ,10
UHC HARVARD PILGRIM HPHC INSURANCE CO,2/2/2021,1366479099,604124410,$0.00 ,1
COVID19 HRSA Uninsured Treatment Fund,2/2/2021,1366479099,604306028,"$3,892.07 ",42
UHC Member Payment,2/2/2021,,101282170B74012,$6.92 ,1
UHC Member Payment,2/2/2021,,101282170B81012,$39.94 ,1
UHC Member Payment,2/2/2021,,10127216DDA6012,$7.54 ,1
UHC Member Payment,2/2/2021,,101282170B9F012,$11.35 ,1
UHC Member Payment,2/2/2021,,101282170E63012,$68.97 ,1
UHC Member Payment,2/2/2021,,10127216EA53012,$32.58 ,1
UHC Member Payment,2/2/2021,,101282170B86012,$52.77 ,1
UHC Member Payment,2/2/2021,,101282170B59012,$7.54 ,1
UHC Member Payment,2/2/2021,,101282170B87012,$17.10 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/2/2021,1366479099,604124411,$11.99 ,1
UMR MEDICAL TRANSPORTATION MANAGEMENT INC,2/2/2021,1366479099,604124402,$146.80 ,5
UMR KIA MOTORS AMERICA INC,2/2/2021,1366479099,604125035,$160.97 ,1
UMR LANDSCAPES UNLIMITED LLC,2/2/2021,1366479099,604124403,$100.00 ,1
UMR ELECTRONIC WARFARE ASSOCIATES INC,2/2/2021,1366479099,604124404,$5.75 ,1
UMR ZS ASSOCIATES INC,2/2/2021,1366479099,604124408,$104.73 ,2
UMR DSW INC,2/2/2021,1366479099,604124406,$201.61 ,2
UMR THARALDSON HOSPITALITY STAFFING,2/2/2021,1366479099,604124399,$35.75 ,1
UMR ELECTRONIC THEATRE CONTROLS INC,2/2/2021,1366479099,604124395,$84.26 ,2
UMR CINCINNATI REDS,2/2/2021,1366479099,604125031,$22.64 ,1
UMR VENETIAN BENEFITS,2/2/2021,1366479099,604124398,$694.21 ,6
UMR ELLSWORTH CORPORATION,2/2/2021,1366479099,604125032,$6.92 ,1
UMR MCNICHOLS COMPANY,2/2/2021,1366479099,604124400,$200.00 ,2
UMR COMPASS ROSE BENEFITS GROUP,2/2/2021,1366479099,604125034,$164.99 ,9
UMR YOUNG LIFE,2/2/2021,1366479099,604125033,$69.09 ,2
UMR USNAS,2/2/2021,1366479099,604125038,$68.45 ,1
UMR EXTRA SPACE MANAGEMENT INC,2/2/2021,1366479099,604124407,$30.75 ,2
UHC HARVARD PILGRIM HPHC INSURANCE CO,2/2/2021,1366479099,604124409,$542.90 ,9
UHC HARVARD PILGRIM,2/2/2021,1366479099,604125036,$283.31 ,4
UMR HIS COMPANY INC DBA HISCO,2/2/2021,1366479099,604124405,$266.37 ,7
UMR,2/2/2021,1366479099,604124413,"$26,766.95 ",416
UMR AIR METHODS,2/2/2021,1366479099,604125030,$236.21 ,4
UMR LVMPD EMPLOYEES HEALTH WELFARE TRUST,2/2/2021,1366479099,604124397,"$1,459.64 ",9
UMR MESA AIR GROUP INC,2/2/2021,1366479099,604124394,$100.00 ,2
UMR,2/2/2021,,604135717,$196.97 ,2
UnitedHealthcare,2/2/2021,1366479099,1TR75989674,$0.00 ,1
UnitedHealthcare,2/2/2021,1366479099,1TR75991336,$0.00 ,3
UnitedHealthcare,2/2/2021,1366479099,1TR75990450,$0.00 ,2
UnitedHealthcare,2/2/2021,1366479099,1TR76080539,$0.00 ,21
UHC Benefits Plan of CA,2/2/2021,1366479099,1SW10314124,$850.21 ,15
UnitedHealthcare,2/2/2021,1366479099,1TR76061937,$100.00 ,1
UHC Community Plan of NY,2/2/2021,1104016088,2.02E+14,$100.00 ,1
UHC of the MidAtlantic Inc,2/2/2021,1104016088,2.02E+14,$100.00 ,1
UHC Community Plan of CA Inc,2/2/2021,1104016088,2.02E+14,"$2,692.70 ",73
UMR THE WINE GROUP INC,2/1/2021,1366479099,603697299,$0.00 ,1
UMR MARTEN TRANSPORT LTD,2/1/2021,1366479099,603697301,$0.00 ,1
UMR QBE THE AMERICAS,2/1/2021,1366479099,603698005,$0.00 ,2
UHC NTCA GROUP HEALTH PROGRAM,2/1/2021,1366479099,603698014,$0.00 ,4
UMR,2/1/2021,1366479099,603698017,$0.00 ,21
UMR,2/1/2021,1366479099,603698016,"$9,211.84 ",192
UnitedHealthcare,2/1/2021,1366479099,603697303,$212.88 ,2
UHC FLORIDA LABORERS HEALTH FUND,2/1/2021,1366479099,603698011,$100.00 ,1
UHC NTCA GROUP HEALTH PROGRAM,2/1/2021,1366479099,603698013,$190.60 ,6
UHC DESERT MUTUAL BENEFIT ADMINISTRATORS,2/1/2021,1366479099,603698012,$753.85 ,10
UMR VAIL RESORTS,2/1/2021,1366479099,603698007,$38.69 ,1
UMR THE WINE GROUP INC,2/1/2021,1366479099,603697298,$11.35 ,5
UMR INTEGRITY APPLICATIONS INCORPORATED,2/1/2021,1366479099,603698004,$100.00 ,1
UMR MARTEN TRANSPORT LTD,2/1/2021,1366479099,603697300,$100.00 ,3
UMR TRANSITAMERICA SERVICES INC,2/1/2021,1366479099,603698006,$468.66 ,8
UMR KAWASAKI MOTORS MANUFACTURING CORP USA,2/1/2021,1366479099,603698003,$234.72 ,5
UMR FW MURPHY,2/1/2021,1366479099,603698008,$46.90 ,1
UMR BIOMERIEUX INC,2/1/2021,1366479099,603698009,$6.03 ,1
UMR USNAS,2/1/2021,1366479099,603697304,$75.91 ,2
UMR CPC LOGISTICS INC,2/1/2021,1366479099,603698010,$20.97 ,6
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/1/2021,1366479099,603698015,$39.50 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/1/2021,1659390763,9603787488,$544.19 ,16
AARP Supplemental Health Plans insured by UnitedHealthcare,2/1/2021,1053785345,9603791438,$115.45 ,4
UHC HARVARD PILGRIM,2/1/2021,1366479099,603697302,$136.94 ,3
UnitedHealthcare Services,2/1/2021,1366479099,1E0000000078773,$68.97 ,1
UnitedHealthcare Services,2/1/2021,1366479099,1E0000000078776,$65.46 ,1
UnitedHealthcare Services,2/1/2021,1366479099,1N0000000116213,$0.00 ,1
UnitedHealthcare Services,2/1/2021,1366479099,1N0000000116379,$0.00 ,1
UnitedHealthcare Services,2/1/2021,1366479099,9N0000000116379,$0.00 ,1
Golden Rule,2/1/2021,1366479099,1G01262107011,$0.00 ,2
Golden Rule,2/1/2021,1366479099,1G01262107012,$0.00 ,3
AARP Supplemental Health Plans insured by UnitedHealthcare,2/1/2021,1366479099,9603788219,$0.00 ,106
AARP Supplemental Health Plans insured by UnitedHealthcare,2/1/2021,1619913449,9603790205,$0.00 ,57
Oxford Health Insurance Inc,2/1/2021,1366479099,12089668,$0.00 ,56
Oxford Health Plans NY Inc,2/1/2021,1366479099,12087177,$0.00 ,1
COMMERCE AND INDUSTRY INSURANCE CO,2/1/2021,,604030422,$0.00 ,1
UnitedHealthcare,2/1/2021,1366479099,1TR75981668,$0.00 ,4
UHC Member Payment,2/1/2021,,10127216CEE3012,$6.15 ,1
UHC Member Payment,2/1/2021,,10126216A18A012,$6.15 ,1
UHC Member Payment,2/1/2021,,10127216C0D8012,$84.36 ,1
UHC Member Payment,2/1/2021,,10127216B202012,$6.89 ,1
UHC Member Payment,2/1/2021,,101262169C7B012,$57.05 ,1
UHC Member Payment,2/1/2021,,10127216B127012,$11.37 ,1
UHC Member Payment,2/1/2021,,10127216D40B012,$68.85 ,1
COVID19 HRSA Uninsured Treatment Fund,2/1/2021,1366479099,604024556,"$575,448.48 ",6385
Golden Rule,2/1/2021,1366479099,9G01262107013,$42.13 ,1
Medica,2/1/2021,1366479099,1604020869,$478.78 ,15
UHC Benefits Plan of CA,2/1/2021,1366479099,1SW10310511,"$1,238.28 ",13
UnitedHealthcare,2/1/2021,1366479099,1604006678,$512.53 ,30
UHIC,2/1/2021,1104016088,2.02E+14,$0.00 ,1
UHC Community Plan of AZ Acute DD,2/1/2021,1366479099,2.02E+14,$0.00 ,1
UHC Community Plan of CA Dual,2/1/2021,1104016088,2.02E+14,$115.76 ,7
UHC Community Plan of CA Inc,2/1/2021,1104016088,2.02E+14,$96.85 ,18
UHIC,2/1/2021,1104016088,2.02E+14,$76.98 ,1
